CustomerID,Date,Amount
C0001,2025-01-06,7400.0
C0001,2025-01-18,29500.0
C0001,2025-01-25,28100.0
C0001,2025-01-31,14700.0
C0001,2025-02-19,13100.0
C0001,2025-03-08,28800.0
C0001,2025-03-10,7500.0
C0001,2025-03-14,28100.0
C0001,2025-03-17,7300.0
C0001,2025-03-20,18500.0
C0001,2025-03-29,5800.0
C0001,2025-05-06,16000.0
C0001,2025-05-22,7900.0
C0001,2025-06-04,16700.0
C0001,2025-06-05,9300.0
C0001,2025-06-05,23000.0
C0001,2025-06-18,18700.0
C0001,2025-06-23,3200.0
C0001,2025-06-26,2000.0
C0001,2025-08-01,3200.0
C0001,2025-09-02,10000.0
C0001,2025-09-20,23000.0
C0001,2025-09-20,11800.0
C0001,2025-10-10,9400.0
C0001,2025-10-22,1500.0
C0001,2025-10-23,23900.0
C0002,2025-01-14,4000.0
C0002,2025-01-20,20300.0
C0002,2025-01-27,20200.0
C0002,2025-01-31,17200.0
C0002,2025-02-14,18800.0
C0002,2025-03-17,6800.0
C0002,2025-03-17,23700.0
C0002,2025-03-25,9000.0
C0002,2025-04-29,16300.0
C0002,2025-05-01,5300.0
C0002,2025-05-11,9600.0
C0002,2025-05-14,14200.0
C0002,2025-05-27,8700.0
C0002,2025-06-03,14600.0
C0002,2025-06-05,18300.0
C0002,2025-07-10,21200.0
C0002,2025-07-12,26400.0
C0002,2025-07-24,19700.0
C0002,2025-07-24,10500.0
C0002,2025-08-08,6900.0
C0002,2025-08-10,24700.0
C0002,2025-08-17,7300.0
C0002,2025-08-23,13600.0
C0002,2025-08-26,9500.0
C0002,2025-08-31,9500.0
C0002,2025-09-04,1500.0
C0002,2025-09-24,10300.0
C0002,2025-09-25,11500.0
C0002,2025-09-29,14200.0
C0002,2025-09-30,20200.0
C0002,2025-10-03,4300.0
C0002,2025-10-14,24800.0
C0003,2025-01-25,20500.0
C0003,2025-02-02,29500.0
C0003,2025-02-25,29800.0
C0003,2025-03-07,6000.0
C0003,2025-03-10,1100.0
C0003,2025-03-29,19600.0
C0003,2025-04-29,4400.0
C0003,2025-06-23,27100.0
C0003,2025-06-27,19300.0
C0003,2025-07-12,25600.0
C0003,2025-07-17,7300.0
C0003,2025-07-19,13500.0
C0003,2025-07-26,26300.0
C0003,2025-08-08,6900.0
C0003,2025-08-26,28900.0
C0003,2025-09-25,20300.0
C0003,2025-10-03,25900.0
C0004,2025-01-04,19500.0
C0004,2025-02-11,1000.0
C0004,2025-02-23,13700.0
C0004,2025-03-13,29900.0
C0004,2025-03-14,4500.0
C0004,2025-03-20,14100.0
C0004,2025-04-13,28200.0
C0004,2025-05-01,15900.0
C0004,2025-05-02,29600.0
C0004,2025-05-11,11300.0
C0004,2025-05-13,19600.0
C0004,2025-05-15,21500.0
C0004,2025-05-30,18800.0
C0004,2025-06-10,20000.0
C0004,2025-06-12,8300.0
C0004,2025-06-13,23800.0
C0004,2025-06-30,8000.0
C0004,2025-07-01,17000.0
C0004,2025-07-31,20100.0
C0004,2025-08-06,29100.0
C0004,2025-08-17,16700.0
C0004,2025-08-18,20900.0
C0004,2025-08-26,7900.0
C0004,2025-09-05,23500.0
C0004,2025-09-07,28400.0
C0004,2025-09-18,15000.0
C0004,2025-09-26,14700.0
C0004,2025-09-28,1400.0
C0004,2025-10-12,1900.0
C0005,2025-01-30,1000.0
C0005,2025-02-11,28600.0
C0005,2025-02-24,8800.0
C0005,2025-03-15,26000.0
C0005,2025-03-30,25700.0
C0005,2025-04-03,19800.0
C0005,2025-04-09,1800.0
C0005,2025-05-07,26400.0
C0005,2025-05-13,26600.0
C0005,2025-06-04,18200.0
C0005,2025-06-10,10800.0
C0005,2025-06-21,4900.0
C0005,2025-07-08,8500.0
C0005,2025-07-12,16700.0
C0005,2025-07-18,15900.0
C0005,2025-07-19,8700.0
C0005,2025-07-20,1100.0
C0005,2025-07-29,26800.0
C0005,2025-08-05,28200.0
C0005,2025-08-07,19600.0
C0005,2025-08-11,18600.0
C0005,2025-08-15,25000.0
C0005,2025-08-30,6100.0
C0005,2025-09-01,1100.0
C0005,2025-09-20,12900.0
C0005,2025-09-27,15300.0
C0005,2025-09-29,8800.0
C0005,2025-10-15,16200.0
C0005,2025-10-19,12400.0
C0005,2025-10-23,25400.0
C0006,2025-01-04,19300.0
C0006,2025-01-07,20500.0
C0006,2025-01-26,9300.0
C0006,2025-01-30,11000.0
C0006,2025-02-19,25600.0
C0006,2025-02-26,2300.0
C0006,2025-02-27,19900.0
C0006,2025-03-19,7300.0
C0006,2025-04-29,29700.0
C0006,2025-05-03,3000.0
C0006,2025-05-09,5900.0
C0006,2025-05-15,19500.0
C0006,2025-05-25,22100.0
C0006,2025-05-26,26000.0
C0006,2025-06-27,12800.0
C0006,2025-07-06,7700.0
C0006,2025-08-03,22700.0
C0006,2025-08-08,11600.0
C0006,2025-08-17,11700.0
C0006,2025-08-17,3400.0
C0007,2025-02-04,6500.0
C0007,2025-02-08,26500.0
C0007,2025-03-06,19600.0
C0007,2025-03-18,28800.0
C0007,2025-03-30,7200.0
C0007,2025-04-01,9300.0
C0007,2025-04-02,28900.0
C0007,2025-04-12,1700.0
C0007,2025-04-24,27600.0
C0007,2025-05-01,1600.0
C0007,2025-05-03,20500.0
C0007,2025-07-04,5500.0
C0007,2025-07-16,28700.0
C0007,2025-08-22,26200.0
C0007,2025-08-24,19100.0
C0007,2025-08-30,25700.0
C0007,2025-09-07,21900.0
C0007,2025-09-11,25600.0
C0007,2025-09-17,24200.0
C0007,2025-09-17,10500.0
C0007,2025-09-22,16100.0
C0007,2025-09-27,28100.0
C0007,2025-09-30,25100.0
C0007,2025-10-16,15700.0
C0007,2025-10-20,9200.0
C0007,2025-10-21,19000.0
C0007,2025-10-26,24800.0
C0007,2025-10-28,19800.0
C0008,2025-01-04,18700.0
C0008,2025-02-16,21200.0
C0008,2025-03-23,17600.0
C0008,2025-04-03,17700.0
C0008,2025-04-18,27500.0
C0008,2025-04-23,13600.0
C0008,2025-04-29,6000.0
C0008,2025-05-10,14700.0
C0008,2025-05-12,25500.0
C0008,2025-05-13,21000.0
C0008,2025-05-23,18800.0
C0008,2025-06-27,16000.0
C0008,2025-07-09,24700.0
C0008,2025-07-21,23900.0
C0008,2025-07-22,8800.0
C0008,2025-07-23,6800.0
C0008,2025-08-03,9500.0
C0008,2025-08-16,5500.0
C0008,2025-08-19,12000.0
C0008,2025-08-30,5000.0
C0008,2025-09-18,12400.0
C0008,2025-09-22,29200.0
C0008,2025-09-26,2000.0
C0008,2025-10-01,12500.0
C0008,2025-10-09,29800.0
C0008,2025-10-12,3000.0
C0009,2025-01-16,20900.0
C0009,2025-01-19,26700.0
C0009,2025-01-25,10300.0
C0009,2025-02-06,13900.0
C0009,2025-02-27,3000.0
C0009,2025-03-02,4500.0
C0009,2025-03-03,4900.0
C0009,2025-03-24,29100.0
C0009,2025-04-02,18000.0
C0009,2025-04-04,11200.0
C0009,2025-04-19,16200.0
C0009,2025-04-25,5900.0
C0009,2025-05-12,11800.0
C0009,2025-05-28,1200.0
C0009,2025-06-11,6200.0
C0009,2025-07-08,14100.0
C0009,2025-07-18,21400.0
C0009,2025-07-18,8800.0
C0009,2025-07-24,6400.0
C0009,2025-08-01,1900.0
C0009,2025-08-17,8900.0
C0009,2025-08-29,7900.0
C0009,2025-09-05,14000.0
C0009,2025-09-16,2200.0
C0009,2025-10-07,27500.0
C0009,2025-10-14,17500.0
C0009,2025-10-16,7200.0
C0009,2025-10-31,8900.0
C0010,2025-01-04,18000.0
C0010,2025-01-14,17000.0
C0010,2025-01-20,23100.0
C0010,2025-01-25,23400.0
C0010,2025-02-04,9400.0
C0010,2025-02-15,21000.0
C0010,2025-03-07,28400.0
C0010,2025-03-13,24500.0
C0010,2025-04-15,14200.0
C0010,2025-05-15,15900.0
C0010,2025-05-24,24700.0
C0010,2025-06-14,4400.0
C0010,2025-07-19,14700.0
C0010,2025-07-25,13400.0
C0010,2025-08-15,17500.0
C0010,2025-08-15,4300.0
C0010,2025-08-20,8900.0
C0010,2025-08-29,18300.0
C0010,2025-08-30,4500.0
C0010,2025-09-03,24500.0
C0010,2025-09-20,4000.0
C0010,2025-09-23,8900.0
C0010,2025-09-29,10300.0
C0010,2025-10-09,8100.0
C0010,2025-10-13,7800.0
C0011,2025-01-15,20200.0
C0011,2025-02-04,17000.0
C0011,2025-02-08,22400.0
C0011,2025-02-10,1600.0
C0011,2025-02-23,1800.0
C0011,2025-03-15,24200.0
C0011,2025-03-21,21500.0
C0011,2025-03-30,8600.0
C0011,2025-04-06,29800.0
C0011,2025-04-12,3100.0
C0011,2025-04-29,18400.0
C0011,2025-06-02,9700.0
C0011,2025-06-07,13900.0
C0011,2025-06-29,4500.0
C0011,2025-07-07,20700.0
C0011,2025-07-20,6600.0
C0011,2025-08-01,28400.0
C0011,2025-08-09,3200.0
C0011,2025-08-26,19900.0
C0011,2025-09-13,10800.0
C0011,2025-10-09,19900.0
C0011,2025-10-17,12000.0
C0011,2025-10-22,20200.0
C0011,2025-10-28,10800.0
C0012,2025-01-10,7500.0
C0012,2025-01-19,20800.0
C0012,2025-01-25,28100.0
C0012,2025-01-26,3100.0
C0012,2025-02-22,15200.0
C0012,2025-02-23,20000.0
C0012,2025-02-24,23600.0
C0012,2025-03-03,25000.0
C0012,2025-03-21,17200.0
C0012,2025-03-21,29200.0
C0012,2025-04-03,15700.0
C0012,2025-04-07,18700.0
C0012,2025-06-15,10900.0
C0012,2025-06-18,29100.0
C0012,2025-06-24,11700.0
C0012,2025-06-24,29600.0
C0012,2025-07-12,4500.0
C0012,2025-07-14,18900.0
C0012,2025-07-22,4400.0
C0012,2025-08-01,29200.0
C0012,2025-08-02,18000.0
C0012,2025-08-19,24800.0
C0012,2025-08-19,24800.0
C0012,2025-09-10,7900.0
C0012,2025-10-17,16900.0
C0012,2025-10-20,11700.0
C0013,2025-01-10,22800.0
C0013,2025-01-18,9300.0
C0013,2025-01-19,12700.0
C0013,2025-01-21,2200.0
C0013,2025-02-10,6100.0
C0013,2025-02-19,10900.0
C0013,2025-04-17,16000.0
C0013,2025-05-17,12800.0
C0013,2025-05-20,5600.0
C0013,2025-06-04,13100.0
C0013,2025-06-19,21900.0
C0013,2025-06-25,2100.0
C0013,2025-06-29,6300.0
C0013,2025-06-30,9700.0
C0013,2025-07-15,1100.0
C0013,2025-07-23,28700.0
C0013,2025-08-06,13400.0
C0013,2025-08-21,8400.0
C0013,2025-08-24,10500.0
C0013,2025-09-05,14900.0
C0013,2025-09-13,28600.0
C0013,2025-09-18,28400.0
C0013,2025-10-02,1400.0
C0013,2025-10-22,28500.0
C0014,2025-01-18,7700.0
C0014,2025-02-02,18900.0
C0014,2025-03-08,11600.0
C0014,2025-03-26,23400.0
C0014,2025-04-03,15600.0
C0014,2025-04-04,26500.0
C0014,2025-04-05,28400.0
C0014,2025-04-05,10400.0
C0014,2025-04-20,6900.0
C0014,2025-05-06,26600.0
C0014,2025-05-18,27400.0
C0014,2025-05-20,11500.0
C0014,2025-05-29,21800.0
C0014,2025-05-29,6400.0
C0014,2025-06-07,19800.0
C0014,2025-06-08,8200.0
C0014,2025-06-23,27200.0
C0014,2025-07-05,23500.0
C0014,2025-08-09,5400.0
C0014,2025-09-08,25100.0
C0014,2025-10-01,28700.0
C0014,2025-10-08,6600.0
C0014,2025-10-31,2500.0
C0015,2025-01-06,29100.0
C0015,2025-02-04,24500.0
C0015,2025-02-10,22000.0
C0015,2025-03-04,20500.0
C0015,2025-03-10,20400.0
